epoch,train_loss,test_loss,train_acc,test_acc
1,0.5834850668907166,0.5402036309242249,0.3088880122102649,0.27875
2,0.613472580909729,0.9997733873980386,0.4156469888245033,0.72125
3,0.9997720122337341,0.9997720285540536,0.7250932099803394,0.72125
4,0.9997700452804565,0.9997720115241551,0.7250932099803394,0.72125
5,0.9997710585594177,0.9997720101049968,0.7250932099803394,0.72125
6,0.9997716546058655,0.9997720058475222,0.7250932099803394,0.72125
7,0.9997710585594177,0.9997719944942565,0.7250932099803394,0.72125
8,0.9997721910476685,0.99977198385057,0.7250932099803394,0.72125
9,0.999771237373352,0.9997719746260416,0.7250932099803394,0.72125
10,0.9997708201408386,0.9997719675302505,0.7250932099803394,0.72125
11,0.9997699856758118,0.999771963272776,0.7250932099803394,0.72125
12,0.9997726082801819,0.9997719604344595,0.7250932099803394,0.72125
13,0.99977046251297,0.999771956886564,0.7250932099803394,0.72125
14,0.9997723698616028,0.9997719554674058,0.7250932099803394,0.72125
15,0.9997707009315491,0.9997719533386684,0.7250932099803394,0.72125
16,0.9997725486755371,0.9997719512099311,0.7250932099803394,0.72125
17,0.9997689127922058,0.9997719497907729,0.7250932099803394,0.72125
18,0.9997708201408386,0.9997719490811938,0.7250932099803394,0.72125
19,0.9997682571411133,0.9997719490811938,0.7250932099803394,0.72125
20,0.9997721314430237,0.9997719490811938,0.7250932099803394,0.72125
