epoch,train_loss,test_loss,train_acc,test_acc
1,0.513431966304779,0.36965205520391464,0.7253135024317053,0.8262705078125
2,0.30825191736221313,0.25090609756963594,0.8498830226872931,0.890767333984375
3,0.2734702527523041,0.2568224233885606,0.8848258517435844,0.8880155029296875
4,0.23910614848136902,0.2452294464622225,0.8950518677566225,0.88106103515625
5,0.23220516741275787,0.23389299231625738,0.8953028798892798,0.8936097412109375
6,0.23393790423870087,0.23236378406484923,0.8985531030111755,0.8953516845703124
7,0.2209346741437912,0.22896539153797285,0.9023388995240066,0.898970947265625
8,0.22319811582565308,0.22628829255700111,0.9043469965852649,0.898459716796875
9,0.2007550597190857,0.2090369328146889,0.9143741430825745,0.91100537109375
10,0.2233874797821045,0.2247787444364457,0.9035786003466474,0.899173828125
11,0.20243039727210999,0.1934291680476495,0.9144533675237997,0.91943896484375
12,0.17070016264915466,0.16292244559597402,0.9287056828176738,0.9315450439453125
13,0.1570335030555725,0.15237490149835745,0.9343985248085679,0.936765625
14,0.14076779782772064,0.1443027135516916,0.9410137656508692,0.9407841796875
15,0.14816255867481232,0.15015352570584842,0.9382308050496688,0.936968505859375
16,0.13884104788303375,0.13272688165307045,0.9423314782957367,0.94272412109375
17,0.13144353032112122,0.15384256272088914,0.9467627923220199,0.9373262939453125
18,0.11485592275857925,0.11836165030087743,0.9523089074141142,0.951515380859375
19,0.12082826346158981,0.13032655905754792,0.9494281288803808,0.9467115478515625
20,0.10642904788255692,0.1137652981671549,0.9569439414321192,0.954235107421875
