epoch,train_loss,test_loss,train_acc,test_acc
1,0.5815076231956482,0.34895450302532743,0.7250932099803394,0.72125
2,0.3089935779571533,0.2807685938619432,0.8095080647247517,0.8888896484375
3,0.2646956741809845,0.2583129821079118,0.8875016976665977,0.8881063232421875
4,0.24079670011997223,0.24942661963758014,0.894496084049048,0.8934970703125
5,0.22687570750713348,0.23323635065129825,0.8956165440035182,0.89447314453125
6,0.22230246663093567,0.2561207695731095,0.8993611114704056,0.8789818115234375
7,0.21869222819805145,0.22830899237167268,0.8999261919236341,0.89726123046875
8,0.20579254627227783,0.2562553272360847,0.9067681925186258,0.8769205322265625
9,0.19944393634796143,0.19023583962449006,0.9128264370343543,0.912961669921875
10,0.17749272286891937,0.16915246258888925,0.9213903566069951,0.9269349365234375
11,0.15781056880950928,0.15697023272514343,0.9323233294960679,0.9306375732421875
12,0.14347662031650543,0.15137000843172982,0.9398375252224752,0.9349422607421874
13,0.12983569502830505,0.1261406241073495,0.9451629436568708,0.9477337646484375
14,0.12721087038516998,0.1203116944858006,0.9465974719319122,0.9485445556640625
15,0.10770780593156815,0.1124153993136826,0.9547094888245033,0.9548406982421875
16,0.0976346805691719,0.1598821607906194,0.9594148547444122,0.9394703369140625
17,0.10339325666427612,0.1161454828189952,0.9568040860409768,0.949808349609375
18,0.08637139201164246,0.09731416036153123,0.9634096259312914,0.9600401611328125
19,0.07963831722736359,0.09553040936589241,0.9661359976459023,0.960419921875
20,0.07482367008924484,0.09995799272188119,0.9685034341370033,0.960882080078125
